id,startTime,week,visTeam,homeTeam,created_at,updated_at
8_DAL_PHI,2020-11-01 08:20 PM,8,DAL,PHI,2020-11-12 03:39:48,2020-11-12 03:39:48
8_IND_DET,2020-11-01 01:00 PM,8,IND,DET,2020-11-12 03:39:48,2020-11-12 03:39:48
8_LAC_DEN,2020-11-01 04:05 PM,8,LAC,DEN,2020-11-12 03:39:48,2020-11-12 03:39:48
8_LAR_MIA,2020-11-01 01:00 PM,8,LAR,MIA,2020-11-12 03:39:48,2020-11-12 03:39:48
8_LV_CLE,2020-11-01 01:00 PM,8,LV,CLE,2020-11-12 03:39:48,2020-11-12 03:39:48
8_MIN_GB,2020-11-01 01:00 PM,8,MIN,GB,2020-11-12 03:39:48,2020-11-12 03:39:48
8_NE_BUF,2020-11-01 01:00 PM,8,NE,BUF,2020-11-12 03:39:48,2020-11-12 03:39:48
8_NO_CHI,2020-11-01 04:25 PM,8,NO,CHI,2020-11-12 03:39:48,2020-11-12 03:39:48
8_NYJ_KC,2020-11-01 01:00 PM,8,NYJ,KC,2020-11-12 03:39:48,2020-11-12 03:39:48
8_PIT_BAL,2020-11-01 01:00 PM,8,PIT,BAL,2020-11-12 03:39:48,2020-11-12 03:39:48
8_SF_SEA,2020-11-01 04:25 PM,8,SF,SEA,2020-11-12 03:39:48,2020-11-12 03:39:48
8_TB_NYG,2020-11-02 08:15 PM,8,TB,NYG,2020-11-12 03:39:48,2020-11-12 03:39:48
8_TEN_CIN,2020-11-01 01:00 PM,8,TEN,CIN,2020-11-12 03:39:48,2020-11-12 03:39:48
9_BAL_IND,2020-11-08 01:00 PM,9,BAL,IND,2020-11-12 03:39:48,2020-11-12 03:39:48
9_CAR_KC,2020-11-08 01:00 PM,9,CAR,KC,2020-11-12 03:39:48,2020-11-12 03:39:48
9_CHI_TEN,2020-11-08 01:00 PM,9,CHI,TEN,2020-11-12 03:39:48,2020-11-12 03:39:48
9_DEN_ATL,2020-11-08 01:00 PM,9,DEN,ATL,2020-11-12 03:39:48,2020-11-12 03:39:48
9_DET_MIN,2020-11-08 01:00 PM,9,DET,MIN,2020-11-12 03:39:48,2020-11-12 03:39:48
9_GB_SF,2020-11-05 08:20 PM,9,GB,SF,2020-11-12 03:39:48,2020-11-12 03:39:48
9_HOU_JAX,2020-11-08 01:00 PM,9,HOU,JAX,2020-11-12 03:39:48,2020-11-12 03:39:48
9_LV_LAC,2020-11-08 04:05 PM,9,LV,LAC,2020-11-12 03:39:48,2020-11-12 03:39:48
9_MIA_ARI,2020-11-08 04:25 PM,9,MIA,ARI,2020-11-12 03:39:48,2020-11-12 03:39:48
9_NE_NYJ,2020-11-09 08:15 PM,9,NE,NYJ,2020-11-12 03:39:49,2020-11-12 03:39:49
9_NO_TB,2020-11-08 08:20 PM,9,NO,TB,2020-11-12 03:39:49,2020-11-12 03:39:49
9_NYG_WAS,2020-11-08 01:00 PM,9,NYG,WAS,2020-11-12 03:39:49,2020-11-12 03:39:49
9_PIT_DAL,2020-11-08 04:25 PM,9,PIT,DAL,2020-11-12 03:39:49,2020-11-12 03:39:49
9_SEA_BUF,2020-11-08 01:00 PM,9,SEA,BUF,2020-11-12 03:39:49,2020-11-12 03:39:49
